Reporting country,Reference period,Item,Item code,Value,Date of extraction (yyyymmdd),Number of submissions per reporting country (NCA) and reference date
SWEDEN,2018 Q4,Subordinated liabilities,R0850,266.57,20190319,122
SWEDEN,2018 Q4,Deposits from reinsurers,R0770,196.09,20190319,122
SWEDEN,2018 Q4,Subordinated liabilities in Basic Own Funds,R0870,228.07,20190319,122
SWEDEN,2018 Q4,Reinsurance payables,R0830,237.80,20190319,122
SWEDEN,2018 Q4,Provisions other than technical provisions,R0750,514.38,20190319,122
SWEDEN,2018 Q4,Contingent liabilities,R0740,212.07,20190319,122
SWEDEN,2018 Q4,Reinsurance receivables,R0370,100.79,20190319,122
SWEDEN,2018 Q4,Insurance and intermediaries receivables,R0360,1529.04,20190319,122
SWEDEN,2018 Q4,Equities - listed,R0110,21530.64,20190319,122
SWEDEN,2018 Q4,Deposits to cedants,R0350,163.19,20190319,122
SWEDEN,2018 Q4,Life index-linked and unit-linked,R0340,-0.93,20190319,122
SWEDEN,2018 Q4,Equities,R0100,31255.25,20190319,122
SWEDEN,2018 Q4,Life excluding health and index-linked and unit-linked,R0330,134.28,20190319,122
SWEDEN,2018 Q4,Health similar to life,R0320,104.70,20190319,122
SWEDEN,2018 Q4,"Holdings in related undertakings, including participations",R0090,13583.52,20190319,122
SWEDEN,2018 Q4,"Life and health similar to life, excluding health and index-linked and unit-linked",R0310,238.98,20190319,122
SWEDEN,2018 Q4,Health similar to non-life,R0300,116.51,20190319,122
SWEDEN,2018 Q4,Property (other than for own use),R0080,5368.27,20190319,122
SWEDEN,2018 Q4,Non-life excluding health,R0290,1940.64,20190319,122
SWEDEN,2018 Q4,Non-life and health similar to non-life,R0280,2057.15,20190319,122
SWEDEN,2018 Q4,Investments (other than assets held for index-linked and unit-linked contracts),R0070,156038.48,20190319,122
SWEDEN,2018 Q4,Reinsurance recoverables from:,R0270,2295.19,20190319,122
SWEDEN,2018 Q4,Other loans and mortgages,R0260,5429.96,20190319,122
SWEDEN,2018 Q4,"Property, plant & equipment held for own use",R0060,736.57,20190319,122
SWEDEN,2018 Q4,Risk margin,R0720,1034.84,20190319,122
SWEDEN,2018 Q4,Best Estimate,R0710,87748.26,20190319,122
SWEDEN,2018 Q4,Loans and mortgages to individuals,R0250,0.33,20190319,122
SWEDEN,2018 Q4,Technical provisions calculated as a whole,R0700,27244.20,20190319,122
SWEDEN,2018 Q4,Technical provisions – index-linked and unit-linked,R0690,116027.29,20190319,122
SWEDEN,2018 Q4,Loans on policies,R0240,15.86,20190319,122
SWEDEN,2018 Q4,Pension benefit surplus,R0050,4.49,20190319,122
SWEDEN,2018 Q4,Risk margin,R0680,999.12,20190319,122
SWEDEN,2018 Q4,Best Estimate,R0670,39342.75,20190319,122
SWEDEN,2018 Q4,Loans and mortgages,R0230,5446.15,20190319,122
SWEDEN,2018 Q4,Technical provisions calculated as a whole,R0660,29294.24,20190319,122
SWEDEN,2018 Q4,Technical provisions – life (excluding health and index-linked and unit-linked),R0650,69636.11,20190319,122
SWEDEN,2018 Q4,Assets held for index-linked and unit-linked contracts,R0220,119536.53,20190319,122
SWEDEN,2018 Q4,Deferred tax assets,R0040,52.68,20190319,122
SWEDEN,2018 Q4,Risk margin,R0640,210.18,20190319,122
SWEDEN,2018 Q4,Best Estimate,R0630,6407.84,20190319,122
SWEDEN,2018 Q4,Other investments,R0210,1689.68,20190319,122
SWEDEN,2018 Q4,Technical provisions calculated as a whole,R0620,658.70,20190319,122
SWEDEN,2018 Q4,Technical provisions - health (similar to life),R0610,7276.72,20190319,122
SWEDEN,2018 Q4,Deposits other than cash equivalents,R0200,208.83,20190319,122
SWEDEN,2018 Q4,Intangible assets,R0030,11.26,20190319,122
SWEDEN,2018 Q4,Technical provisions - life (excluding index-linked and unit-linked),R0600,76912.83,20190319,122
SWEDEN,2018 Q4,Risk margin,R0590,737.58,20190319,122
SWEDEN,2018 Q4,Derivatives,R0190,1468.77,20190319,122
SWEDEN,2018 Q4,Best Estimate,R0580,5970.42,20190319,122
SWEDEN,2018 Q4,Technical provisions calculated as a whole,R0570,0.00,20190319,122
SWEDEN,2018 Q4,Collective Investments Undertakings,R0180,27044.77,20190319,122
SWEDEN,2018 Q4,Technical provisions - health (similar to non-life),R0560,6707.99,20190319,122
SWEDEN,2018 Q4,Risk margin,R0550,671.34,20190319,122
SWEDEN,2018 Q4,Collateralised securities,R0170,77.07,20190319,122
SWEDEN,2018 Q4,Best Estimate,R0540,11085.67,20190319,122
SWEDEN,2018 Q4,Technical provisions calculated as a whole,R0530,0.00,20190319,122
SWEDEN,2018 Q4,Structured notes,R0160,133.18,20190319,122
SWEDEN,2018 Q4,Technical provisions – non-life (excluding health),R0520,11757.01,20190319,122
SWEDEN,2018 Q4,Technical provisions – non-life,R0510,18465.00,20190319,122
SWEDEN,2018 Q4,Corporate Bonds,R0150,50721.17,20190319,122
SWEDEN,2018 Q4,Total assets,R0500,295070.09,20190319,122
SWEDEN,2018 Q4,"Any other assets, not elsewhere shown",R0420,1092.02,20190319,122
SWEDEN,2018 Q4,Government Bonds,R0140,24487.96,20190319,122
SWEDEN,2018 Q4,Cash and cash equivalents,R0410,6269.15,20190319,122
SWEDEN,2018 Q4,Amounts due in respect of own fund items or initial fund called up but not yet paid in,R0400,0.00,20190319,122
SWEDEN,2018 Q4,Bonds,R0130,75419.39,20190319,122
SWEDEN,2018 Q4,Own shares (held directly),R0390,0.00,20190319,122
SWEDEN,2018 Q4,"Receivables (trade, not insurance)",R0380,1794.55,20190319,122
SWEDEN,2018 Q4,Equities - unlisted,R0120,9724.61,20190319,122
UNITED KINGDOM,2016 Q3,Loans and mortgages,R0230,70451.01,20190319,166
UNITED KINGDOM,2016 Q3,Equities - listed,R0110,77062.50,20190319,166
UNITED KINGDOM,2016 Q3,Intangible assets,R0030,0.00,20190319,166
UNITED KINGDOM,2016 Q3,Risk margin,R0680,15345.33,20190319,166
UNITED KINGDOM,2016 Q3,Deposits to cedants,R0350,70176.74,20190319,166
UNITED KINGDOM,2016 Q3,Assets held for index-linked and unit-linked contracts,R0220,1212152.22,20190319,166
UNITED KINGDOM,2016 Q3,Equities,R0100,78649.04,20190319,166
UNITED KINGDOM,2016 Q3,Technical provisions - health (similar to life),R0610,6571.43,20190319,166
UNITED KINGDOM,2016 Q3,Life excluding health and index-linked and unit-linked,R0330,166900.00,20190319,166
UNITED KINGDOM,2016 Q3,Risk margin,R0550,8728.30,20190319,166
UNITED KINGDOM,2016 Q3,"Holdings in related undertakings, including participations",R0090,83372.35,20190319,166
UNITED KINGDOM,2016 Q3,Best Estimate,R0670,806658.68,20190319,166
UNITED KINGDOM,2016 Q3,Derivatives,R0190,78708.30,20190319,166
UNITED KINGDOM,2016 Q3,Reinsurance receivables,R0370,44635.87,20190319,166
UNITED KINGDOM,2016 Q3,Best Estimate,R0630,6015.69,20190319,166
UNITED KINGDOM,2016 Q3,Property (other than for own use),R0080,25212.80,20190319,166
UNITED KINGDOM,2016 Q3,"Any other assets, not elsewhere shown",R0420,2314.16,20190319,166
UNITED KINGDOM,2016 Q3,Health similar to non-life,R0300,1505.21,20190319,166
UNITED KINGDOM,2016 Q3,Non-life excluding health,R0290,45836.72,20190319,166
UNITED KINGDOM,2016 Q3,Other investments,R0210,145.98,20190319,166
UNITED KINGDOM,2016 Q3,Investments (other than assets held for index-linked and unit-linked contracts),R0070,1015913.08,20190319,166
UNITED KINGDOM,2016 Q3,Technical provisions calculated as a whole,R0620,0.00,20190319,166
UNITED KINGDOM,2016 Q3,Reinsurance recoverables from:,R0270,347721.34,20190319,166
UNITED KINGDOM,2016 Q3,Technical provisions calculated as a whole,R0700,180046.06,20190319,166
UNITED KINGDOM,2016 Q3,Pension benefit surplus,R0050,932.23,20190319,166
UNITED KINGDOM,2016 Q3,Best Estimate,R0540,140700.29,20190319,166
UNITED KINGDOM,2016 Q3,Loans and mortgages to individuals,R0250,18146.26,20190319,166
UNITED KINGDOM,2016 Q3,Technical provisions – index-linked and unit-linked,R0690,1325978.90,20190319,166
UNITED KINGDOM,2016 Q3,Collective Investments Undertakings,R0180,125937.75,20190319,166
UNITED KINGDOM,2016 Q3,Deferred tax assets,R0040,1806.21,20190319,166
UNITED KINGDOM,2016 Q3,Technical provisions – non-life,R0510,154496.06,20190319,166
UNITED KINGDOM,2016 Q3,Technical provisions calculated as a whole,R0570,0.00,20190319,166
UNITED KINGDOM,2016 Q3,Risk margin,R0640,555.75,20190319,166
UNITED KINGDOM,2016 Q3,"Property, plant & equipment held for own use",R0060,1045.27,20190319,166
UNITED KINGDOM,2016 Q3,Health similar to life,R0320,1592.77,20190319,166
UNITED KINGDOM,2016 Q3,Technical provisions - life (excluding index-linked and unit-linked),R0600,829099.61,20190319,166
UNITED KINGDOM,2016 Q3,Deposits other than cash equivalents,R0200,21522.18,20190319,166
UNITED KINGDOM,2016 Q3,Technical provisions – non-life (excluding health),R0520,149429.82,20190319,166
UNITED KINGDOM,2016 Q3,Risk margin,R0720,3763.50,20190319,166
UNITED KINGDOM,2016 Q3,Best Estimate,R0580,4822.40,20190319,166
UNITED KINGDOM,2016 Q3,Technical provisions – life (excluding health and index-linked and unit-linked),R0650,822528.18,20190319,166
UNITED KINGDOM,2016 Q3,Risk margin,R0590,243.84,20190319,166
UNITED KINGDOM,2016 Q3,Technical provisions - health (similar to non-life),R0560,5066.24,20190319,166
UNITED KINGDOM,2016 Q3,"Receivables (trade, not insurance)",R0380,23667.17,20190319,166
UNITED KINGDOM,2016 Q3,Collateralised securities,R0170,28787.27,20190319,166
UNITED KINGDOM,2016 Q3,Technical provisions calculated as a whole,R0530,1.23,20190319,166
UNITED KINGDOM,2016 Q3,Structured notes,R0160,444.41,20190319,166
UNITED KINGDOM,2016 Q3,Corporate Bonds,R0150,350542.86,20190319,166
UNITED KINGDOM,2016 Q3,"Life and health similar to life, excluding health and index-linked and unit-linked",R0310,168492.77,20190319,166
UNITED KINGDOM,2016 Q3,Best Estimate,R0710,1142169.34,20190319,166
UNITED KINGDOM,2016 Q3,Life index-linked and unit-linked,R0340,131886.64,20190319,166
UNITED KINGDOM,2016 Q3,Total assets,R0500,2815188.42,20190319,166
UNITED KINGDOM,2016 Q3,Government Bonds,R0140,222590.15,20190319,166
UNITED KINGDOM,2016 Q3,Technical provisions calculated as a whole,R0660,524.17,20190319,166
UNITED KINGDOM,2016 Q3,Cash and cash equivalents,R0410,16269.14,20190319,166
UNITED KINGDOM,2016 Q3,Other loans and mortgages,R0260,52143.19,20190319,166
UNITED KINGDOM,2016 Q3,Bonds,R0130,602364.69,20190319,166
UNITED KINGDOM,2016 Q3,Own shares (held directly),R0390,0.00,20190319,166
UNITED KINGDOM,2016 Q3,Amounts due in respect of own fund items or initial fund called up but not yet paid in,R0400,0.00,20190319,166
UNITED KINGDOM,2016 Q3,Non-life and health similar to non-life,R0280,47341.93,20190319,166
UNITED KINGDOM,2016 Q3,Loans on policies,R0240,161.56,20190319,166
UNITED KINGDOM,2016 Q3,Insurance and intermediaries receivables,R0360,8103.96,20190319,166
UNITED KINGDOM,2016 Q3,Equities - unlisted,R0120,1586.54,20190319,166
UNITED KINGDOM,2016 Q3,Derivatives,R0790,63437.26,20190319,166
UNITED KINGDOM,2016 Q3,Pension benefit obligations,R0760,2874.41,20190319,166
UNITED KINGDOM,2016 Q3,Debts owed to credit institutions,R0800,10831.28,20190319,166
UNITED KINGDOM,2016 Q3,Deferred tax liabilities,R0780,8992.45,20190319,166
UNITED KINGDOM,2016 Q3,Excess of assets over liabilities,R1000,199747.35,20190319,166
UNITED KINGDOM,2016 Q3,"Payables (trade, not insurance)",R0840,30865.92,20190319,166
UNITED KINGDOM,2016 Q3,Insurance & intermediaries payables,R0820,10007.19,20190319,166
UNITED KINGDOM,2016 Q3,Contingent liabilities,R0740,14.45,20190319,166
UNITED KINGDOM,2016 Q3,Provisions other than technical provisions,R0750,1561.50,20190319,166
UNITED KINGDOM,2016 Q3,"Any other liabilities, not elsewhere shown",R0880,4295.23,20190319,166
UNITED KINGDOM,2016 Q3,Subordinated liabilities not in Basic Own Funds,R0860,88.02,20190319,166
UNITED KINGDOM,2016 Q3,Financial liabilities other than debts owed to credit institutions,R0810,14189.87,20190319,166
UNITED KINGDOM,2016 Q3,Subordinated liabilities,R0850,11215.77,20190319,166
UNITED KINGDOM,2016 Q3,Reinsurance payables,R0830,48033.31,20190319,166
UNITED KINGDOM,2016 Q3,Subordinated liabilities in Basic Own Funds,R0870,11127.75,20190319,166
UNITED KINGDOM,2016 Q3,Deposits from reinsurers,R0770,99547.85,20190319,166
UNITED KINGDOM,2016 Q3,Total liabilities,R0900,2615441.06,20190319,166
UNITED KINGDOM,2016 Q4,"Any other liabilities, not elsewhere shown",R0880,4042.73,20190319,157
UNITED KINGDOM,2016 Q4,Subordinated liabilities in Basic Own Funds,R0870,11494.90,20190319,157
UNITED KINGDOM,2016 Q4,"Payables (trade, not insurance)",R0840,27646.67,20190319,157
UNITED KINGDOM,2016 Q4,Reinsurance payables,R0830,7485.30,20190319,157
UNITED KINGDOM,2016 Q4,Provisions other than technical provisions,R0750,2063.72,20190319,157
UNITED KINGDOM,2016 Q4,Subordinated liabilities not in Basic Own Funds,R0860,83.88,20190319,157
UNITED KINGDOM,2016 Q4,Insurance & intermediaries payables,R0820,9870.37,20190319,157
UNITED KINGDOM,2016 Q4,Excess of assets over liabilities,R1000,201999.72,20190319,157
UNITED KINGDOM,2016 Q4,Deposits from reinsurers,R0770,99587.70,20190319,157
UNITED KINGDOM,2016 Q4,Deferred tax liabilities,R0780,9784.39,20190319,157
UNITED KINGDOM,2016 Q4,Debts owed to credit institutions,R0800,8399.33,20190319,157
UNITED KINGDOM,2016 Q4,Derivatives,R0790,49885.28,20190319,157
UNITED KINGDOM,2016 Q4,Pension benefit obligations,R0760,2295.53,20190319,157
UNITED KINGDOM,2016 Q4,Financial liabilities other than debts owed to credit institutions,R0810,16038.19,20190319,157
UNITED KINGDOM,2016 Q4,Contingent liabilities,R0740,40.87,20190319,157
UNITED KINGDOM,2016 Q4,Total liabilities,R0900,2507556.03,20190319,157
UNITED KINGDOM,2016 Q4,Subordinated liabilities,R0850,11578.78,20190319,157
UNITED KINGDOM,2016 Q4,Intangible assets,R0030,0.55,20190319,157
UNITED KINGDOM,2016 Q4,Cash and cash equivalents,R0410,16063.72,20190319,157
UNITED KINGDOM,2016 Q4,Equities - listed,R0110,79722.07,20190319,157
UNITED KINGDOM,2016 Q4,Deposits to cedants,R0350,69573.81,20190319,157
UNITED KINGDOM,2016 Q4,Equities,R0100,80515.10,20190319,157
UNITED KINGDOM,2016 Q4,Technical provisions - health (similar to life),R0610,6257.57,20190319,157
UNITED KINGDOM,2016 Q4,Life excluding health and index-linked and unit-linked,R0330,104099.83,20190319,157
UNITED KINGDOM,2016 Q4,"Holdings in related undertakings, including participations",R0090,89105.99,20190319,157
UNITED KINGDOM,2016 Q4,Best Estimate,R0540,137015.29,20190319,157
UNITED KINGDOM,2016 Q4,Non-life excluding health,R0290,42541.19,20190319,157
UNITED KINGDOM,2016 Q4,"Life and health similar to life, excluding health and index-linked and unit-linked",R0310,105791.12,20190319,157
UNITED KINGDOM,2016 Q4,Insurance and intermediaries receivables,R0360,7486.68,20190319,157
UNITED KINGDOM,2016 Q4,Property (other than for own use),R0080,24831.76,20190319,157
UNITED KINGDOM,2016 Q4,"Any other assets, not elsewhere shown",R0420,1608.60,20190319,157
UNITED KINGDOM,2016 Q4,Investments (other than assets held for index-linked and unit-linked contracts),R0070,974915.44,20190319,157
UNITED KINGDOM,2016 Q4,Technical provisions calculated as a whole,R0620,0.00,20190319,157
UNITED KINGDOM,2016 Q4,Reinsurance recoverables from:,R0270,307730.74,20190319,157
UNITED KINGDOM,2016 Q4,Risk margin,R0680,9373.53,20190319,157
UNITED KINGDOM,2016 Q4,Other loans and mortgages,R0260,60899.92,20190319,157
UNITED KINGDOM,2016 Q4,"Property, plant & equipment held for own use",R0060,990.88,20190319,157
UNITED KINGDOM,2016 Q4,Risk margin,R0550,8723.06,20190319,157
UNITED KINGDOM,2016 Q4,Technical provisions - health (similar to non-life),R0560,4040.98,20190319,157
UNITED KINGDOM,2016 Q4,Loans and mortgages to individuals,R0250,17948.33,20190319,157
UNITED KINGDOM,2016 Q4,Health similar to non-life,R0300,773.07,20190319,157
UNITED KINGDOM,2016 Q4,Reinsurance receivables,R0370,5123.67,20190319,157
UNITED KINGDOM,2016 Q4,Loans on policies,R0240,163.51,20190319,157
UNITED KINGDOM,2016 Q4,Technical provisions – index-linked and unit-linked,R0690,1363988.77,20190319,157
UNITED KINGDOM,2016 Q4,Risk margin,R0720,3561.42,20190319,157
UNITED KINGDOM,2016 Q4,Best Estimate,R0630,5911.25,20190319,157
UNITED KINGDOM,2016 Q4,Loans and mortgages,R0230,79011.77,20190319,157
UNITED KINGDOM,2016 Q4,Best Estimate,R0580,3873.43,20190319,157
UNITED KINGDOM,2016 Q4,Technical provisions calculated as a whole,R0570,0.00,20190319,157
UNITED KINGDOM,2016 Q4,Total assets,R0500,2709555.75,20190319,157
UNITED KINGDOM,2016 Q4,Assets held for index-linked and unit-linked contracts,R0220,1224317.27,20190319,157
UNITED KINGDOM,2016 Q4,Technical provisions calculated as a whole,R0700,206657.60,20190319,157
UNITED KINGDOM,2016 Q4,Health similar to life,R0320,1691.29,20190319,157
UNITED KINGDOM,2016 Q4,Pension benefit surplus,R0050,976.88,20190319,157
UNITED KINGDOM,2016 Q4,Deposits other than cash equivalents,R0200,9499.85,20190319,157
UNITED KINGDOM,2016 Q4,Technical provisions – non-life (excluding health),R0520,145739.90,20190319,157
UNITED KINGDOM,2016 Q4,Derivatives,R0190,60513.52,20190319,157
UNITED KINGDOM,2016 Q4,Technical provisions – non-life,R0510,149780.88,20190319,157
UNITED KINGDOM,2016 Q4,Collective Investments Undertakings,R0180,125805.98,20190319,157
UNITED KINGDOM,2016 Q4,Best Estimate,R0710,1153769.75,20190319,157
UNITED KINGDOM,2016 Q4,Technical provisions – life (excluding health and index-linked and unit-linked),R0650,738809.96,20190319,157
UNITED KINGDOM,2016 Q4,Best Estimate,R0670,728965.94,20190319,157
UNITED KINGDOM,2016 Q4,Collateralised securities,R0170,26018.89,20190319,157
UNITED KINGDOM,2016 Q4,Technical provisions calculated as a whole,R0530,1.55,20190319,157
UNITED KINGDOM,2016 Q4,Structured notes,R0160,864.61,20190319,157
UNITED KINGDOM,2016 Q4,Risk margin,R0590,167.55,20190319,157
UNITED KINGDOM,2016 Q4,Other investments,R0210,111.73,20190319,157
UNITED KINGDOM,2016 Q4,Corporate Bonds,R0150,340650.75,20190319,157
UNITED KINGDOM,2016 Q4,Life index-linked and unit-linked,R0340,158625.36,20190319,157
UNITED KINGDOM,2016 Q4,Government Bonds,R0140,216997.27,20190319,157
UNITED KINGDOM,2016 Q4,Amounts due in respect of own fund items or initial fund called up but not yet paid in,R0400,0.00,20190319,157
UNITED KINGDOM,2016 Q4,Technical provisions calculated as a whole,R0660,470.49,20190319,157
UNITED KINGDOM,2016 Q4,Bonds,R0130,584531.52,20190319,157
UNITED KINGDOM,2016 Q4,Risk margin,R0640,346.32,20190319,157
UNITED KINGDOM,2016 Q4,Deferred tax assets,R0040,1259.92,20190319,157
UNITED KINGDOM,2016 Q4,Non-life and health similar to non-life,R0280,43314.26,20190319,157
UNITED KINGDOM,2016 Q4,Own shares (held directly),R0390,0.00,20190319,157
UNITED KINGDOM,2016 Q4,Technical provisions - life (excluding index-linked and unit-linked),R0600,745067.52,20190319,157
UNITED KINGDOM,2016 Q4,"Receivables (trade, not insurance)",R0380,20495.83,20190319,157
UNITED KINGDOM,2016 Q4,Equities - unlisted,R0120,793.03,20190319,157
UNITED KINGDOM,2017 Q1,Reinsurance receivables,R0370,5378.06,20190319,141
UNITED KINGDOM,2017 Q1,Risk margin,R0720,3772.35,20190319,141
UNITED KINGDOM,2017 Q1,Equities - listed,R0110,83606.99,20190319,141
UNITED KINGDOM,2017 Q1,Insurance and intermediaries receivables,R0360,8778.78,20190319,141
UNITED KINGDOM,2017 Q1,Deposits to cedants,R0350,60966.80,20190319,141
UNITED KINGDOM,2017 Q1,Equities,R0100,84293.98,20190319,141
